"stars","funny","useful","cool","user_cool","characters","user_average_stars","biz_review_count","user_useful","user_funny","biz_open","biz_stars","words","user_review_count","year","mday","month","wdaySun1","isWeekend"
1,0,3,0,13,1631,3.35,12,68,24,1,3,307,63,2010,13,8,6,0
3,0,2,0,7,790,3.74,120,32,6,1,4,136,46,2011,27,12,3,0
3,1,1,1,48,900,3.01,74,131,46,1,3.5,167,76,2009,9,10,6,0
3,1,6,0,20,1368,3.77,803,85,7,1,4,256,70,2010,24,9,6,0
5,0,0,0,0,446,5,16,0,0,1,4,90,2,2011,6,12,3,0
4,1,2,0,100,544,3.66,207,251,61,1,3.5,105,220,2011,1,6,4,0
1,0,0,1,0,1385,0,12,0,0,0,3,242,0,2010,27,9,2,0
3,0,3,1,1876,188,3.44,124,2523,1569,1,4.5,34,574,2008,2,3,1,1
4,0,2,2,92,133,3.98,9,162,49,1,5,24,57,2009,16,6,3,0
5,0,0,0,6,119,4.35,25,23,1,1,3.5,24,43,2011,17,11,5,0
4,0,0,0,2,239,3.6,131,2,8,1,3.5,46,5,2010,27,2,7,1
2,0,0,0,8,185,4.07,25,32,4,1,3.5,37,43,2011,3,10,2,0
2,0,0,0,0,689,2,37,0,0,1,4,127,1,2012,7,4,7,1
3,1,2,1,65,558,4.11,222,126,37,1,4,105,46,2010,11,3,5,0
1,4,1,1,1361,2620,3.53,14,1803,1307,1,4,508,308,2009,30,3,2,0
5,0,2,1,66,963,4.08,41,185,41,1,4,184,93,2011,18,2,6,0
4,1,2,0,6,1189,4.03,30,34,2,0,3.5,215,30,2010,7,7,4,0
3,0,1,0,0,116,3.4,10,14,5,1,3.5,24,10,2011,2,4,7,1
5,0,3,1,26,750,3.6,461,67,19,1,4,138,42,2011,11,7,2,0
1,0,0,0,1,552,2.33,22,4,1,1,3,105,4,2012,8,2,4,0
3,0,0,0,102,549,4.05,76,195,77,1,4,103,118,2010,8,11,2,0
3,0,0,0,6,903,4.23,28,15,2,1,3,168,13,2011,22,8,2,0
4,0,0,0,44,443,3.74,803,194,30,1,4,86,294,2009,9,7,5,0
5,1,1,1,636,864,3.93,46,852,626,1,4.5,148,332,2012,12,11,2,0
4,0,1,0,197,324,3.66,70,429,145,1,3.5,66,319,2010,9,7,6,0
4,0,0,0,0,679,4,47,0,0,1,4.5,130,5,2012,11,12,3,0
3,0,4,1,758,1684,3.79,44,1122,585,1,3,292,290,2012,17,5,5,0
3,5,12,7,7102,872,3.63,69,9659,4785,1,3.5,110,1217,2011,6,5,6,0
4,0,0,0,1,287,3.91,3,11,0,1,4,49,11,2010,7,7,4,0
4,0,0,0,5,498,3.1,290,41,8,1,3.5,99,39,2010,26,9,1,1
5,1,1,2,28,269,3.57,101,61,26,1,4,52,53,2009,2,2,2,0
2,0,1,0,22,842,2.91,14,66,19,0,3,152,33,2010,6,9,2,0
2,0,0,0,0,595,2,75,0,0,1,4,117,1,2010,27,10,4,0
1,0,0,0,18,426,3.84,171,50,12,1,3.5,79,26,2010,26,9,1,1
4,0,0,0,3,1454,4.33,264,6,1,1,4.5,241,6,2010,8,3,2,0
4,0,4,3,30,544,3.94,89,59,5,1,3.5,98,17,2010,29,6,3,0
1,1,2,1,8,283,3.37,52,66,25,1,3.5,56,100,2011,4,12,1,1
3,7,5,0,502,570,3.65,362,1224,530,1,3.5,103,310,2010,3,4,7,1
1,0,1,0,5,175,4.25,5,50,18,1,4,34,67,2012,2,5,4,0
1,0,1,0,37,931,2.47,67,130,47,0,4,161,53,2007,7,9,6,0
4,0,2,0,12,294,3.01,18,67,29,1,4,55,68,2012,21,5,2,0
4,0,0,0,421,796,3.65,52,650,393,0,3,144,392,2009,9,11,2,0
4,0,0,0,7,443,4.32,105,24,1,1,3.5,84,22,2011,28,6,3,0
4,0,0,1,5,395,3.64,52,14,2,1,4,73,36,2012,19,12,4,0
2,1,3,2,29,254,4.25,214,70,21,1,3.5,51,55,2008,1,12,2,0
5,0,1,0,0,196,5,34,2,0,1,4,37,3,2012,15,6,6,0
1,5,9,5,311,1326,3.62,135,447,299,1,4.5,244,158,2009,16,9,4,0
3,0,3,0,0,1130,0,136,0,0,1,4,199,0,2009,3,10,7,1
3,0,1,0,27,277,3.72,76,92,24,1,3.5,50,133,2011,27,8,7,1
2,0,0,1,7,130,3.13,74,49,5,1,3.5,24,82,2012,4,8,7,1
3,0,1,0,11,1396,4.1,171,18,1,1,3.5,264,20,2012,14,8,3,0
5,0,2,0,19,513,3.5,3,76,40,1,4.5,102,101,2012,28,4,7,1
2,1,1,1,489,889,3.43,185,920,511,1,4,171,426,2009,17,10,7,1
3,0,1,2,319,446,3.53,122,527,208,1,3.5,89,122,2007,18,12,3,0
3,0,0,1,27,221,3.67,11,72,26,0,3.5,44,47,2010,13,11,7,1
4,0,2,2,15,1254,4.54,575,29,4,1,4.5,229,13,2010,8,1,6,0
3,0,0,0,7,108,3.08,94,16,10,1,4,22,27,2012,3,1,3,0
4,4,6,5,3901,450,4.29,197,5065,2517,1,3.5,89,670,2011,2,4,7,1
5,0,0,0,0,568,5,525,0,0,1,4,109,2,2012,30,5,4,0
3,1,5,2,274,1032,4.32,140,404,106,0,3,199,195,2008,27,12,7,1
5,1,0,0,4,123,4.33,16,8,3,0,4,13,6,2010,22,7,5,0
5,0,2,1,10,1271,4.5,143,41,8,1,4,247,30,2012,19,7,5,0
1,0,3,0,35,833,3.76,147,65,19,1,3.5,150,82,2012,17,6,1,1
4,0,1,1,1,686,4.43,139,3,0,1,4,135,7,2010,29,4,5,0
2,1,2,0,66,2561,4.36,127,107,31,1,3.5,466,45,2009,23,6,3,0
5,0,1,0,1,403,4.67,179,5,3,1,4,81,6,2012,23,10,3,0
3,0,4,0,2,1545,3.5,5,25,4,1,4,295,10,2012,26,2,1,1
3,0,0,0,2,989,3.5,84,6,1,1,3,173,4,2009,24,3,3,0
1,0,1,0,8,750,2.85,8,59,4,1,2.5,143,26,2012,10,11,7,1
5,0,0,0,5,81,3.6,434,5,3,1,4,14,5,2012,20,12,5,0
1,10,10,7,1727,2346,3.53,227,2092,1548,1,4.5,430,215,2008,23,11,1,1
1,0,0,0,0,366,1,15,0,0,1,3,71,1,2012,28,9,6,0
2,2,2,2,80,1093,3.38,63,205,69,1,4,206,126,2009,7,12,2,0
2,0,0,0,0,240,0,80,0,0,1,3.5,47,0,2012,20,9,5,0
3,0,0,0,0,407,4.25,36,6,0,1,4.5,83,4,2010,4,11,5,0
3,0,1,0,12,280,2.85,39,57,33,1,4,52,27,2010,4,10,2,0
3,0,0,0,2,361,3.8,21,3,2,1,3,68,10,2011,13,11,1,1
5,0,1,2,33,1076,4.15,10,117,16,1,3.5,202,125,2011,8,11,3,0
1,2,1,1,3,101,1.33,61,6,5,1,2.5,22,3,2011,13,3,1,1
3,12,13,10,8429,1699,3.67,200,8401,10451,1,4,318,517,2008,17,1,5,0
5,0,0,0,5,220,3.37,89,16,7,1,3.5,40,19,2012,5,2,1,1
5,6,14,11,8991,2370,4,19,10629,4943,1,4.5,405,1253,2012,10,11,7,1
1,1,2,1,1,1841,2.33,72,13,2,1,4,364,3,2012,9,3,6,0
2,0,0,0,0,1244,0,11,0,0,0,3.5,235,0,2009,9,9,4,0
5,13,11,12,2457,713,4.05,5,2851,2267,0,4,130,322,2009,29,4,4,0
4,0,0,0,0,108,0,170,0,0,1,4,21,0,2011,8,2,3,0
2,3,3,0,0,161,3,70,8,4,1,3,31,2,2012,19,3,2,0
5,2,4,2,32,777,3.81,139,66,16,1,4,150,27,2010,29,5,7,1
4,0,0,0,148,362,3.62,115,423,153,1,4,67,314,2010,12,7,2,0
2,3,4,3,0,627,0,101,0,0,0,4,114,0,2006,30,12,7,1
3,0,0,0,1,556,3.1,202,14,4,1,4,103,43,2011,29,12,5,0
5,0,0,2,24,862,3.85,5,76,21,0,5,162,59,2006,16,10,2,0
2,4,4,4,1349,524,4.31,91,1393,1824,0,3,102,157,2008,12,5,2,0
2,1,3,0,19,157,3.44,40,122,55,1,3.5,31,190,2011,19,1,4,0
4,1,0,0,78,766,3.5,353,183,88,1,4,133,98,2010,2,3,3,0
3,0,0,0,1,505,2.1,9,5,4,1,4.5,94,10,2011,3,4,1,1
3,0,0,0,0,283,0,55,0,0,1,3,55,0,2011,14,2,2,0
5,0,1,1,106,1319,3.84,59,232,97,0,4,228,116,2009,14,2,7,1
3,1,1,1,13,1186,3.06,32,37,15,1,4,223,18,2011,24,10,2,0
4,0,1,1,59,102,4.65,53,80,11,1,3.5,20,93,2012,28,8,3,0
2,0,0,0,1,427,3.33,292,0,2,1,4.5,74,13,2012,7,11,4,0
3,0,2,1,2202,517,3.63,7,2575,1614,1,2.5,91,569,2012,9,1,2,0
2,0,1,0,18,446,3.39,4,65,35,1,3.5,85,111,2011,6,7,4,0
1,3,2,1,1,1322,3.25,13,23,14,1,4,254,8,2012,11,3,1,1
4,0,2,0,5,1198,4.33,318,10,0,1,3.5,220,3,2012,13,6,4,0
3,0,0,0,71,544,3.64,152,143,36,1,4,105,193,2009,26,7,1,1
4,1,1,1,2,74,3.67,143,5,2,1,4,14,6,2012,9,9,1,1
1,6,8,4,291,643,4.01,269,660,280,1,4,116,333,2009,22,9,3,0
1,0,2,0,0,333,2,8,5,0,1,4,64,4,2012,16,5,4,0
3,1,1,3,123,692,3.63,32,284,103,1,3.5,133,134,2012,14,11,4,0
5,0,2,0,18,462,4.17,34,24,1,1,5,84,6,2012,4,7,4,0
4,0,1,1,1053,546,3.74,287,1298,759,1,4,109,356,2007,21,9,6,0
2,2,4,0,1,2667,4.4,162,9,3,0,4,517,5,2012,6,3,3,0
3,0,0,0,291,1068,4.01,12,660,280,0,3.5,198,333,2010,4,8,4,0
3,1,3,1,5,1168,3.15,323,19,14,1,4,219,14,2010,11,11,5,0
3,1,0,0,258,152,3.58,6,338,267,1,4,30,342,2012,16,9,1,1
3,0,0,0,12,1108,3.33,108,39,4,1,4,206,43,2012,10,12,2,0
4,0,0,0,32,83,3.83,8,87,57,1,3,16,153,2010,12,6,7,1
4,0,1,0,0,244,3.75,31,2,0,1,4.5,45,4,2012,3,8,6,0
3,0,0,0,60,169,3.16,47,240,67,1,4,26,120,2011,24,1,2,0
4,0,1,1,6,492,3.38,79,11,4,1,4,93,8,2012,26,12,4,0
3,3,4,4,1093,891,3.75,47,1310,962,1,3,157,266,2009,26,1,2,0
2,1,3,1,412,1648,3.63,7,596,504,1,2.5,307,219,2011,1,2,3,0
5,0,0,0,0,131,0,186,0,0,1,4,27,0,2012,29,11,5,0
5,0,4,2,0,856,0,575,0,0,1,4.5,143,0,2008,6,4,1,1
4,1,1,0,2,63,3,262,7,10,1,4.5,12,18,2012,23,5,4,0
4,0,0,1,42,211,3.77,525,86,40,1,4,41,62,2012,9,10,3,0
2,0,1,0,0,2879,2,131,1,0,1,4.5,509,1,2012,24,11,7,1
3,0,0,0,8,205,3.88,17,34,5,1,4,40,56,2012,28,11,4,0
5,0,0,0,0,176,5,3,0,0,1,4.5,30,1,2012,15,6,6,0
2,1,2,0,369,656,3.66,12,633,275,1,3,115,249,2011,24,3,5,0
5,0,0,0,5,267,3.92,258,24,2,1,4,48,65,2010,30,5,1,1
3,0,0,0,4,368,4.18,124,12,2,1,4,70,11,2011,11,10,3,0
3,0,1,1,1502,331,3.29,58,2132,1492,0,4,63,1107,2009,24,11,3,0
3,1,4,2,1876,3,3.44,7,2523,1569,0,4,1,574,2009,26,8,4,0
5,0,0,0,0,449,5,10,0,0,1,5,78,1,2012,14,9,6,0
4,0,1,0,10,570,4.41,202,23,3,1,4,102,41,2009,27,9,1,1
3,0,2,0,211,842,3.6,88,449,118,1,3.5,146,186,2009,25,3,4,0
4,0,2,1,21,304,3.29,25,34,3,1,2.5,61,14,2008,3,1,5,0
3,1,1,1,1502,296,3.29,27,2132,1492,1,3,49,1107,2010,31,1,1,1
5,1,1,1,49,842,3.62,44,149,52,1,3.5,167,131,2009,30,8,1,1
1,2,5,0,52,1596,4.35,46,76,28,1,2,306,31,2012,14,1,7,1
1,0,0,0,0,303,2.33,21,4,0,1,3,53,4,2011,11,6,7,1
4,0,1,1,3,702,3.43,139,8,4,1,3.5,136,7,2011,14,7,5,0
2,0,0,0,0,321,3.07,117,9,1,1,3.5,58,16,2012,12,6,3,0
5,0,2,1,328,707,3.4,5,668,332,1,4.5,123,263,2011,28,5,7,1
1,0,2,0,0,362,1,92,2,0,1,4,73,1,2012,28,12,6,0
3,1,3,3,2025,378,3.99,36,2685,1209,1,3.5,69,900,2012,18,12,3,0
3,6,9,8,4322,1901,3.34,89,5504,2672,1,4,363,620,2012,20,2,2,0
3,2,2,2,2186,347,3.92,28,3241,1635,1,4,61,1698,2012,31,12,2,0
4,1,1,1,1502,391,3.29,43,2132,1492,1,3.5,72,1107,2009,7,5,5,0
5,0,3,1,6,1639,3.94,110,25,6,1,4,304,17,2012,9,3,6,0
5,0,0,0,0,518,5,3,0,0,1,3.5,97,1,2012,20,8,2,0
5,0,1,1,59,74,4.65,149,80,11,1,4,13,93,2009,12,9,7,1
4,2,3,2,2932,598,3.63,221,4148,2382,1,3.5,107,578,2010,19,11,6,0
3,1,1,0,16,163,3.69,155,25,23,1,3.5,37,36,2012,18,12,3,0
3,0,1,1,113,145,3.14,293,227,121,1,4,23,118,2010,8,4,5,0
2,0,0,0,29,726,3.62,130,46,12,1,4,128,42,2010,26,8,5,0
3,1,3,1,252,3169,3.31,103,329,246,0,4,576,137,2009,29,6,2,0
5,0,0,0,3,443,3.33,40,3,4,1,4,79,6,2010,17,11,4,0
2,0,1,1,1,1010,2,123,1,0,1,4,194,1,2009,15,4,4,0
5,0,0,0,1,426,4.1,18,7,1,1,4.5,71,10,2012,8,9,7,1
2,1,2,1,638,298,3.65,20,1010,386,1,3,48,173,2010,25,9,7,1
4,0,0,0,58,230,3.82,74,148,45,1,3.5,40,142,2012,2,8,5,0
2,3,3,4,55,621,3.38,689,86,60,1,4,120,53,2008,30,3,1,1
1,0,1,0,0,1182,2.5,7,4,2,1,2.5,217,5,2012,26,2,1,1
3,0,0,0,56,216,4.19,72,67,56,1,3.5,41,16,2011,5,9,2,0
5,2,2,2,263,1240,4.08,3,428,263,1,5,230,221,2011,17,9,7,1
5,0,0,0,0,958,0,258,0,0,1,4,176,0,2010,23,11,3,0
2,0,0,1,117,59,3.42,7,408,93,1,3,12,422,2008,1,5,5,0
1,0,0,0,1,396,2.5,58,7,1,0,3,70,10,2010,10,12,6,0
2,0,2,0,0,608,0,56,0,0,1,4,113,0,2012,18,4,4,0
1,0,0,0,10,1135,3.37,3,61,10,1,3.5,208,38,2011,14,12,4,0
3,4,7,6,909,598,3.77,29,1115,904,1,4,117,188,2008,10,12,4,0
3,1,1,1,150,1175,4.12,77,323,111,1,3.5,224,273,2010,5,8,5,0
3,1,0,0,4,583,2.85,30,36,21,1,3,112,55,2012,8,7,1,1
3,2,4,3,98,1419,2.82,81,164,113,1,3,285,55,2010,20,10,4,0
4,0,0,0,801,566,3.99,161,969,779,1,3.5,108,224,2010,6,4,3,0
5,0,0,0,22,11,4.61,155,50,19,1,4,2,104,2011,29,11,3,0
4,0,0,0,36,56,3.97,7,90,41,1,3.5,8,118,2012,25,1,4,0
4,0,0,0,0,188,3.57,10,3,0,1,4,38,7,2011,19,11,7,1
5,0,0,0,8,357,4.33,310,30,10,1,3.5,66,21,2012,7,7,7,1
2,0,0,0,0,484,4,43,1,0,1,3.5,84,3,2012,5,7,5,0
3,2,2,2,1005,865,3.65,95,1495,849,1,4,153,483,2009,25,9,6,0
4,0,0,0,349,433,3.53,862,672,186,1,3,82,725,2012,1,12,7,1
3,0,0,0,13,0,3.77,77,35,10,1,3,0,47,2008,17,3,2,0
1,1,0,0,2,1076,3,233,6,7,1,3.5,214,6,2011,25,8,5,0
5,0,1,0,6,431,4.5,29,10,3,1,4,76,15,2010,24,7,7,1
5,0,0,0,27,348,3.49,98,84,12,1,3.5,64,76,2010,17,10,1,1
4,1,0,2,73,224,3.99,4,123,61,1,3.5,48,102,2008,25,7,6,0
3,0,1,0,0,511,0,57,0,0,1,3.5,91,0,2011,5,11,7,1
4,0,0,0,0,143,4,14,0,2,1,4,31,6,2012,26,8,1,1
1,4,4,1,13,1315,3.07,125,75,118,1,3,249,138,2011,27,9,3,0
4,0,0,0,430,1884,3.73,61,673,321,1,3.5,367,297,2009,1,3,1,1
5,0,1,1,0,1034,0,3,0,0,1,5,193,0,2012,31,10,4,0
5,1,0,0,1,91,3.33,102,1,2,1,4,16,9,2012,13,11,3,0
2,3,3,0,543,1916,3.26,6,1052,589,1,2.5,351,625,2010,31,1,1,1
2,0,1,1,1,712,3.5,131,5,3,1,4.5,129,14,2012,25,1,4,0
4,0,1,0,0,525,4.67,73,1,0,1,3.5,91,6,2012,26,10,6,0
5,2,5,3,0,2897,0,235,0,0,1,4,517,0,2011,10,3,5,0
2,0,2,0,0,1906,3.5,126,2,0,1,4,338,2,2011,15,6,4,0
2,0,0,0,0,385,0,3,0,0,1,3,73,0,2011,16,6,5,0
2,0,3,0,9,613,3.17,69,57,8,1,3.5,111,48,2011,3,4,1,1
4,0,1,1,20,938,3.76,3,71,30,1,4,164,100,2011,5,8,6,0
3,1,1,0,272,954,3.9,77,570,280,1,3,187,298,2012,1,3,5,0
2,4,3,2,0,523,0,107,0,0,1,3.5,97,0,2010,26,3,6,0
3,0,1,0,0,790,0,48,0,0,1,4.5,151,0,2010,13,10,4,0
4,0,1,0,1,36,4.6,25,2,0,1,3.5,8,5,2011,1,6,4,0
1,3,2,1,1443,808,3.77,9,1737,776,1,2.5,150,545,2007,10,7,3,0
3,0,1,0,216,842,3.68,155,485,194,1,3.5,160,145,2010,30,9,5,0
4,0,2,1,0,179,0,157,0,0,1,4.5,28,0,2012,27,6,4,0
5,0,1,0,1919,1964,3.96,421,2785,1696,1,4,370,593,2010,30,8,2,0
3,0,0,0,135,635,3.61,56,307,152,0,4.5,119,207,2010,21,11,1,1
4,0,1,0,5,195,3.89,271,26,3,1,4,34,19,2011,18,5,4,0
1,0,0,0,4,499,2.13,20,11,10,1,3,90,16,2011,11,11,6,0
4,0,0,0,0,1019,0,88,0,0,1,4.5,193,0,2011,10,9,7,1
3,0,1,0,5,334,3.47,4,11,3,0,2,70,15,2011,4,3,6,0
1,2,1,1,5,802,3.14,64,28,15,1,3,161,29,2011,26,4,3,0
3,0,1,0,0,292,4.23,100,5,2,1,3.5,55,14,2012,11,6,2,0
3,2,4,2,432,309,3.73,93,608,302,1,4,60,325,2008,11,6,4,0
2,2,1,1,263,660,4.08,29,428,263,1,2,114,221,2012,29,11,5,0
5,0,0,0,0,173,0,117,0,0,1,3,33,0,2010,16,5,1,1
2,0,2,0,0,542,3,29,2,0,1,3,92,2,2012,27,3,3,0
3,0,1,0,0,547,3.73,594,5,0,1,4.5,89,17,2012,30,4,2,0
3,0,0,0,0,171,3,68,0,0,1,4,32,1,2012,30,9,1,1
5,1,2,1,1,592,4.25,53,7,1,1,3.5,106,6,2011,28,6,3,0
5,1,4,2,284,1813,3.87,103,489,204,1,4,331,216,2012,25,5,6,0
5,0,1,1,8,331,3.81,69,28,3,0,3.5,59,54,2009,18,7,7,1
1,5,3,1,0,392,0,5,0,0,1,3,73,0,2010,30,6,4,0
4,1,3,0,87,979,3.83,24,204,50,1,4.5,181,166,2011,5,1,4,0
5,1,2,1,1005,833,3.65,24,1495,849,1,4,150,483,2009,3,3,3,0
5,2,4,3,242,477,4.03,55,357,131,1,4,85,326,2012,4,12,3,0
1,0,0,0,0,320,3,177,0,0,1,4,62,2,2011,21,10,6,0
5,2,3,4,35,1443,3.33,4,33,50,1,3.5,278,12,2009,29,8,7,1
3,0,0,0,58,822,3.82,15,148,45,1,3,151,142,2011,5,2,7,1
1,0,0,0,451,506,3.48,3,678,311,1,2.5,87,387,2010,25,3,5,0
4,1,1,2,420,666,3.43,103,798,279,1,4.5,128,584,2011,25,10,3,0
3,0,0,0,5,402,4.2,167,10,2,1,4,75,5,2012,6,12,5,0
2,1,2,1,0,366,0,272,0,0,1,4,64,0,2008,20,7,1,1
4,0,0,0,19,650,2.47,145,88,22,1,4.5,117,45,2008,9,8,7,1
4,0,2,0,40,514,3.99,3,79,63,1,4.5,103,78,2011,10,7,1,1
3,0,2,0,0,1635,4,74,5,0,1,3.5,309,3,2012,12,3,2,0
5,0,0,0,17,721,3.96,42,51,9,1,4,137,70,2011,4,11,6,0
2,2,0,0,29,767,4,4,50,40,0,3,140,37,2009,28,3,7,1
3,0,2,1,456,696,3.73,11,607,164,0,3,121,215,2007,31,7,3,0
1,0,0,0,0,406,1,233,0,0,1,3.5,79,1,2012,11,2,7,1
3,0,2,2,4322,346,3.34,47,5504,2672,1,4,63,620,2008,25,11,3,0
5,0,1,1,4,611,4.25,441,14,2,1,4,105,4,2011,5,8,6,0
4,1,2,1,400,795,3.69,22,656,291,0,3,151,308,2009,2,8,1,1
5,0,1,1,14,265,4.24,67,24,4,1,4,47,17,2010,7,12,3,0
5,0,1,0,1,167,3.75,276,4,0,1,4.5,26,8,2011,27,10,5,0
3,0,0,0,14,734,3.14,96,57,13,1,3.5,137,76,2010,23,7,6,0
3,0,0,0,30,726,3.81,23,54,28,1,2.5,134,36,2011,19,8,6,0
4,0,0,0,1,76,4.29,34,1,1,1,3.5,12,7,2012,20,12,5,0
5,0,0,0,0,494,0,3,0,0,1,5,95,0,2012,11,12,3,0
5,0,1,1,740,278,3.68,53,1175,651,0,4.5,55,518,2010,17,5,2,0
1,0,3,0,0,624,1.6,3,10,1,1,3.5,124,5,2011,26,4,3,0
4,4,4,3,1180,331,3.96,5,1434,1072,1,3.5,59,272,2010,15,8,1,1
5,0,2,0,1,1445,5,97,7,0,1,4,267,3,2010,4,3,5,0
4,1,2,1,8,575,3.59,74,33,11,1,4.5,106,22,2012,1,5,3,0
4,2,2,2,186,1590,3.67,14,280,109,1,4.5,289,69,2012,10,9,2,0
4,0,1,0,3,633,3.72,57,11,6,1,4,115,21,2012,6,5,1,1
4,0,1,0,58,1954,3.76,453,255,22,1,4,361,112,2012,16,10,3,0
2,0,0,0,26,219,3.27,203,50,19,1,4.5,39,23,2010,1,9,4,0
5,3,4,4,965,1319,3.59,575,1096,702,1,4.5,251,305,2010,28,2,1,1
4,1,1,0,92,1010,3.69,29,198,90,1,4,180,170,2011,1,6,4,0
4,0,2,0,8,741,3.67,17,29,7,1,4,143,47,2011,13,6,2,0
1,1,1,0,5,830,3.22,4,18,7,1,2,154,18,2012,27,12,5,0
1,0,0,0,1,455,3,120,0,0,1,3,86,2,2011,15,8,2,0
3,0,0,0,19,441,3.78,58,68,9,1,4,76,49,2011,8,1,7,1
2,0,0,0,0,328,3.33,122,0,0,1,3.5,65,3,2011,21,10,6,0
4,0,0,0,141,1298,3.29,117,286,142,1,3,235,459,2012,16,4,2,0
1,5,7,4,51,2630,3.56,12,84,47,1,2.5,503,25,2009,28,7,3,0
4,4,6,7,3901,985,4.29,127,5065,2517,1,3.5,180,670,2011,18,6,7,1
5,0,2,0,14,434,4.36,259,45,14,1,4,84,96,2011,16,1,1,1
1,0,0,1,6,187,3.92,79,15,0,1,4,39,12,2010,22,1,6,0
5,0,1,2,31,734,3.81,227,58,17,1,4.5,120,43,2010,3,12,6,0
3,1,3,1,3901,2197,4.29,70,5065,2517,1,4,408,670,2012,14,3,4,0
2,0,0,0,41,219,3.5,98,58,9,1,4,42,60,2007,10,9,2,0
3,4,3,3,363,644,3.35,431,653,384,1,4,103,283,2010,18,12,7,1
1,1,0,0,0,142,1,103,1,1,1,4,26,1,2012,13,1,6,0
5,0,0,0,14,50,4,5,20,3,1,4,7,15,2010,2,11,3,0
1,0,3,1,14,377,3.64,192,40,57,1,4,77,33,2011,17,8,4,0
2,0,0,0,3,31,3.14,689,7,3,1,4,6,29,2012,21,1,7,1
1,0,2,0,4,809,3.86,79,13,8,1,3,157,7,2011,9,10,1,1
5,0,1,0,0,310,5,28,2,1,1,4,62,2,2011,31,3,5,0
5,0,0,0,0,731,5,461,0,0,1,4,123,3,2012,20,6,4,0
4,1,3,1,95,464,4.29,75,192,51,1,3.5,82,102,2012,30,3,6,0
2,0,0,0,193,191,3.26,5,442,242,1,3.5,33,229,2010,25,7,1,1
4,1,2,3,94,335,4,132,116,93,1,4,53,32,2012,13,5,1,1
5,1,1,1,26,1146,3.58,76,40,15,1,4,216,19,2010,19,3,6,0
3,0,2,1,135,1156,3.61,66,307,152,1,3.5,225,207,2011,10,5,3,0
4,0,0,0,1,190,3.82,55,6,1,1,4,36,11,2012,27,6,4,0
3,0,0,0,59,177,3.82,16,140,39,1,3.5,33,203,2011,27,12,3,0
5,0,0,0,2,1898,3.71,575,6,1,1,4.5,327,7,2012,1,2,4,0
4,0,2,1,113,1200,3.95,184,202,76,1,4,220,110,2011,25,9,1,1
5,0,2,1,88,527,4.09,103,146,27,1,4,99,99,2007,1,8,4,0
2,0,1,0,2,424,4.07,57,12,4,1,3.5,77,14,2012,11,8,7,1
5,0,0,0,0,104,4.67,7,1,0,1,2.5,19,4,2011,7,9,4,0
3,2,2,2,61,425,3.79,108,88,58,1,4,79,28,2009,10,4,6,0
3,0,0,1,15,680,3.86,78,22,6,1,3.5,117,28,2011,9,10,1,1
3,4,6,6,1155,1011,3.67,36,1453,803,1,2.5,186,481,2010,17,12,6,0
5,1,1,1,99,409,2.87,7,229,238,1,4,76,109,2012,15,10,2,0
4,0,0,2,847,824,3.63,61,1115,758,1,4.5,148,427,2007,23,2,6,0
4,0,0,0,7,206,4.45,13,10,3,1,2.5,42,11,2011,19,7,3,0
5,2,2,0,421,495,3.65,20,650,393,1,5,95,392,2010,8,3,2,0
4,0,0,0,27,850,3.43,13,94,30,1,4.5,177,102,2011,2,7,7,1
4,0,0,0,20,302,3.9,41,28,7,1,3,51,168,2010,10,4,7,1
4,1,1,1,216,887,3.68,131,485,194,1,4,170,145,2011,8,6,4,0
3,0,2,0,28,683,3.71,269,107,24,1,4,123,195,2011,13,7,4,0
5,0,0,0,0,181,5,24,0,0,1,4,29,1,2012,26,2,1,1
4,0,1,0,174,738,3.48,13,466,174,1,4,136,224,2012,19,4,5,0
1,0,1,0,1794,496,3.48,7,2401,1422,1,3,94,438,2012,6,1,6,0
4,0,0,0,32,86,3.92,75,73,39,1,4.5,14,90,2010,13,7,3,0
4,0,2,0,5,619,3.72,57,13,4,1,4.5,108,25,2011,21,7,5,0
3,0,0,0,8,635,3.98,34,48,3,1,4,118,65,2011,7,8,1,1
1,2,2,0,3,2745,3.38,42,12,4,1,3,544,10,2012,17,5,5,0
1,0,0,0,4,1106,3.42,3,11,8,1,2,200,12,2010,9,8,2,0
4,0,1,0,0,181,3.44,343,6,2,1,4,31,9,2012,19,1,5,0
5,0,1,0,20,273,3.03,259,43,8,1,4,42,70,2007,24,12,2,0
3,0,0,0,59,1237,3.58,96,118,30,1,3,231,95,2009,28,9,2,0
3,7,10,5,4322,1491,3.34,55,5504,2672,1,3,265,620,2012,5,4,5,0
3,0,1,0,18,315,4.34,147,60,9,1,3.5,66,103,2011,18,2,6,0
5,7,7,7,515,813,3.68,580,601,671,1,4.5,144,102,2009,16,9,4,0
3,0,0,0,13,335,3.57,594,68,6,1,4.5,66,56,2010,2,6,4,0
5,1,5,2,143,1259,3.67,56,275,104,1,4.5,222,142,2012,19,2,1,1
5,0,1,0,0,182,4.2,108,5,0,1,4,34,5,2011,25,5,4,0
5,0,0,0,0,302,5,4,0,0,1,5,55,1,2011,17,11,5,0
1,2,0,0,7,425,2.57,3,27,17,1,2.5,86,23,2012,13,4,6,0
2,0,0,0,0,491,2,10,0,0,1,3,94,2,2012,27,1,6,0
4,0,0,0,20,393,3.77,31,58,23,1,4,76,62,2012,12,12,4,0
